date,location,category,channel,product_name,quantity,unit_price,revenue
2025-12-12,Miami,Home & Garden,Online,Cutting Board,15,61.78,926.7
2024-08-22,Austin,Grocery,Marketplace,Granola Bars,5,17.72,88.6
2024-06-03,Los Angeles,Toys,Online,Art Set,17,64.0,1088.0
2025-11-19,Miami,Electronics,Online,USB-C Charger,14,302.08,4229.12
2025-07-29,Atlanta,Toys,Wholesale,Play Kitchen,5,61.55,307.75
2024-04-06,Atlanta,Toys,Wholesale,Board Game,3,65.65,196.95
2026-08-19,Los Angeles,Home & Garden,In-Store,Candle Set,20,15.1,302.0
2026-01-07,Seattle,Sports & Outdoors,Online,Fishing Rod,8,92.38,739.04
2026-09-01,Chicago,Beauty,In-Store,Makeup Brush Set,8,12.87,102.96
2025-12-01,Miami,Toys,Online,Card Game,1,22.17,22.17
2024-02-01,New York,Books,In-Store,Graphic Novel,20,16.18,323.6
2024-04-20,San Francisco,Sports & Outdoors,Online,Sleeping Bag,7,149.92,1049.44
2025-12-06,Austin,Sports & Outdoors,Online,Water Bottle,11,36.49,401.39
2024-12-16,Seattle,Books,In-Store,Biography,4,26.21,104.84
2024-03-04,New York,Electronics,Online,USB-C Charger,17,167.35,2844.95
2024-10-17,Chicago,Books,In-Store,Cookbook,13,17.88,232.44
2026-01-10,Denver,Beauty,Online,Perfume,12,12.96,155.52
2024-03-16,Miami,Sports & Outdoors,Marketplace,Dumbbell Set,1,200.46,200.46
2024-10-01,Phoenix,Toys,In-Store,Puzzle 500pc,15,47.72,715.8
2025-03-27,Seattle,Apparel,In-Store,Wool Sweater,14,82.57,1155.98
2025-12-21,Chicago,Grocery,In-Store,Almond Butter,6,24.05,144.3
2025-07-31,Denver,Grocery,In-Store,Olive Oil,9,18.29,164.61
2024-10-30,Denver,Electronics,Online,Smartphone Case,9,209.43,1884.87
2026-04-08,Austin,Sports & Outdoors,Marketplace,Resistance Bands,15,110.85,1662.75
2025-07-02,Los Angeles,Grocery,In-Store,Green Tea,8,23.13,185.04
2025-08-19,Atlanta,Grocery,Online,Almond Butter,2,18.26,36.52
2025-06-11,Denver,Apparel,Online,Yoga Pants,13,72.8,946.4
2026-02-13,Houston,Sports & Outdoors,In-Store,Water Bottle,12,211.45,2537.4
2024-03-30,New York,Sports & Outdoors,Wholesale,Fishing Rod,19,173.84,3302.96
2024-12-01,New York,Home & Garden,Online,Area Rug,4,105.53,422.12
2026-08-16,New York,Sports & Outdoors,In-Store,Fishing Rod,16,122.33,1957.28
2026-07-13,New York,Books,In-Store,Children's Picture Book,1,36.78,36.78
2024-06-10,Miami,Sports & Outdoors,Wholesale,Hiking Backpack,4,208.14,832.56
2024-08-13,Denver,Electronics,Online,Smart Watch,16,158.58,2537.28
2026-03-03,New York,Books,Online,Children's Picture Book,15,14.38,215.7
2025-05-09,Houston,Beauty,Wholesale,Perfume,13,24.25,315.25
2025-11-06,Atlanta,Electronics,Online,Wireless Mouse,1,131.41,131.41
2025-05-15,Phoenix,Toys,Marketplace,Toy Drone,7,55.47,388.29
2024-09-06,San Francisco,Books,Online,Mystery Novel,15,13.64,204.6
2026-01-30,Phoenix,Apparel,In-Store,Baseball Cap,1,59.36,59.36
2024-09-03,Seattle,Toys,Marketplace,Stuffed Bear,18,47.59,856.62
2024-02-29,Miami,Electronics,Wholesale,Laptop Stand,14,193.82,2713.48
2026-03-31,Houston,Home & Garden,Wholesale,Wall Clock,5,174.49,872.45
2026-03-07,Seattle,Home & Garden,Online,Storage Bin,9,177.35,1596.15
2026-05-19,Denver,Electronics,Online,Wireless Earbuds,2,117.46,234.92
2025-04-23,Seattle,Apparel,Online,Rain Jacket,11,60.93,670.23
2026-06-29,New York,Electronics,Online,Wireless Earbuds,19,239.96,4559.24
2025-03-27,Houston,Electronics,In-Store,Wireless Mouse,11,101.31,1114.41
2026-02-10,Austin,Sports & Outdoors,In-Store,Resistance Bands,8,187.36,1498.88
2024-04-17,Atlanta,Sports & Outdoors,Wholesale,Soccer Ball,18,136.92,2464.56
2024-03-10,Denver,Sports & Outdoors,In-Store,Camping Tent,19,89.37,1698.03
2024-05-08,Los Angeles,Sports & Outdoors,Online,Water Bottle,1,83.53,83.53
2026-07-13,San Francisco,Beauty,In-Store,Lip Balm,4,8.85,35.4
2024-06-19,San Francisco,Electronics,In-Store,USB-C Charger,1,208.57,208.57
2026-01-26,Chicago,Beauty,Online,Moisturizer,15,38.8,582.0
2025-11-26,Chicago,Electronics,Online,USB-C Charger,18,252.75,4549.5
2025-01-31,Seattle,Grocery,Marketplace,Trail Mix,2,24.86,49.72
2026-03-10,Denver,Home & Garden,Wholesale,Candle Set,3,162.02,486.06
2025-04-26,Atlanta,Beauty,Online,Facial Cleanser,20,49.81,996.2
2024-04-12,Boston,Sports & Outdoors,Online,Dumbbell Set,7,14.48,101.36
2025-10-10,Houston,Sports & Outdoors,Online,Fishing Rod,19,149.55,2841.45
2024-06-19,Chicago,Books,Online,Mystery Novel,13,15.0,195.0
2025-07-18,Los Angeles,Electronics,Online,Wireless Mouse,10,202.35,2023.5
2025-04-26,Houston,Toys,Online,Puzzle 500pc,4,12.53,50.12
2025-04-08,San Francisco,Grocery,Online,Organic Coffee,15,11.34,170.1
2024-05-18,Denver,Books,Online,Cookbook,18,25.24,454.32
2025-03-30,New York,Electronics,Wholesale,USB-C Charger,17,339.99,5779.83
2026-07-18,Phoenix,Toys,Online,Toy Drone,17,58.44,993.48
2025-01-22,Atlanta,Home & Garden,Marketplace,Garden Hose,7,81.0,567.0
2024-06-22,Miami,Books,In-Store,Poetry Collection,20,35.77,715.4
2024-12-15,Boston,Beauty,In-Store,Face Mask,6,25.17,151.02
2025-02-28,Houston,Books,Wholesale,Cookbook,10,26.01,260.1
2025-04-08,Austin,Books,Online,Sci-Fi Novel,10,17.44,174.4
2024-10-31,San Francisco,Toys,Online,Remote Control Car,10,87.7,877.0
2024-02-19,Chicago,Home & Garden,In-Store,Wall Clock,20,107.49,2149.8
2024-11-18,San Francisco,Apparel,Wholesale,Graphic Hoodie,4,79.25,317.0
2024-03-17,Houston,Grocery,Marketplace,Trail Mix,18,21.89,394.02
2024-02-07,Seattle,Toys,Online,Toy Drone,14,47.53,665.42
2025-09-15,Atlanta,Toys,Online,Building Blocks,18,6.78,122.04
2024-08-16,Austin,Sports & Outdoors,Online,Dumbbell Set,3,190.49,571.47
2024-11-23,San Francisco,Beauty,In-Store,Sunscreen SPF50,6,46.53,279.18
2026-07-10,Houston,Grocery,Wholesale,Organic Coffee,10,19.17,191.7
2025-08-14,Houston,Toys,In-Store,Art Set,7,71.3,499.1
2026-02-26,Phoenix,Home & Garden,In-Store,Garden Hose,12,33.53,402.36
2026-06-13,New York,Toys,Online,Toy Drone,11,78.54,863.94
2025-07-02,Miami,Toys,Wholesale,Toy Drone,5,39.8,199.0
2025-01-21,Chicago,Electronics,Wholesale,USB-C Charger,5,170.44,852.2
2025-12-05,Austin,Apparel,In-Store,Graphic Hoodie,6,70.23,421.38
2026-01-10,Boston,Grocery,Wholesale,Dark Chocolate,9,13.07,117.63
2024-12-18,Atlanta,Home & Garden,In-Store,Garden Hose,7,126.37,884.59
2024-04-08,Miami,Beauty,Marketplace,Makeup Brush Set,6,27.14,162.84
2024-04-02,Denver,Sports & Outdoors,Online,Camping Tent,19,209.8,3986.2
2026-02-21,Chicago,Home & Garden,In-Store,Garden Hose,1,157.4,157.4
2026-01-19,San Francisco,Grocery,Online,Pasta,19,7.77,147.63
2026-05-13,San Francisco,Apparel,Online,Graphic Hoodie,12,32.2,386.4
2026-02-23,Miami,Home & Garden,Marketplace,Wall Clock,8,24.54,196.32
2026-07-15,Houston,Electronics,Online,Wireless Earbuds,8,24.38,195.04
2024-11-06,Chicago,Home & Garden,Online,Candle Set,7,65.49,458.43
2025-01-03,Boston,Electronics,In-Store,4K Monitor,18,333.66,6005.88
2025-03-23,Seattle,Books,Marketplace,Cookbook,17,26.28,446.76
2025-03-03,Houston,Home & Garden,Online,LED Desk Lamp,12,20.15,241.8
2025-10-02,Seattle,Home & Garden,Wholesale,Candle Set,11,75.61,831.71
2026-08-23,Boston,Sports & Outdoors,Online,Resistance Bands,17,183.04,3111.68
2024-06-30,New York,Home & Garden,In-Store,Garden Hose,12,102.54,1230.48
2024-03-20,Boston,Beauty,Wholesale,Sunscreen SPF50,7,26.0,182.0
2024-02-12,Houston,Grocery,Online,Granola Bars,18,8.75,157.5
2024-01-15,Chicago,Apparel,In-Store,Leather Belt,5,52.73,263.65
2025-06-11,Austin,Sports & Outdoors,Marketplace,Hiking Backpack,10,137.82,1378.2
2024-09-02,Phoenix,Beauty,In-Store,Makeup Brush Set,3,28.25,84.75
2026-08-31,Atlanta,Beauty,Online,Shampoo,4,7.42,29.68
2026-02-08,Seattle,Apparel,Online,Baseball Cap,13,45.54,592.02
2024-10-24,Phoenix,Home & Garden,Online,Candle Set,11,62.02,682.22
2026-05-24,Atlanta,Electronics,Online,Portable SSD,20,321.12,6422.4
2026-05-07,Chicago,Grocery,Marketplace,Pasta,12,3.75,45.0
2025-01-26,Miami,Apparel,Online,Cotton T-Shirt,14,14.94,209.16
2025-02-02,Austin,Grocery,In-Store,Organic Coffee,2,6.2,12.4
2025-09-19,Seattle,Electronics,In-Store,4K Monitor,4,163.14,652.56
2026-04-22,Miami,Toys,Marketplace,Board Game,20,14.9,298.0
2025-10-03,Phoenix,Grocery,Online,Pasta,1,11.58,11.58
2024-08-14,Miami,Books,Online,History Book,16,35.83,573.28
2024-10-07,Seattle,Home & Garden,Online,LED Desk Lamp,6,164.9,989.4
2024-09-17,Miami,Home & Garden,In-Store,Garden Hose,12,55.23,662.76
2026-02-13,Los Angeles,Electronics,Marketplace,Wireless Mouse,1,245.15,245.15
2025-11-05,Miami,Home & Garden,Online,Patio Chair,6,51.46,308.76
2025-03-20,Atlanta,Electronics,Wholesale,Laptop Stand,1,296.58,296.58
2025-11-03,Phoenix,Books,In-Store,Cookbook,8,37.69,301.52
2026-02-17,Boston,Sports & Outdoors,Marketplace,Camping Tent,9,105.57,950.13
2026-07-30,Phoenix,Toys,In-Store,Action Figure,3,20.34,61.02
2024-07-03,Denver,Home & Garden,Online,Cutting Board,1,149.52,149.52
2025-11-27,Atlanta,Apparel,Online,Yoga Pants,17,59.03,1003.51
2024-05-03,Los Angeles,Toys,Marketplace,Remote Control Car,13,51.99,675.87
2026-05-21,Denver,Home & Garden,Online,Storage Bin,11,174.03,1914.33
2026-07-29,Boston,Toys,In-Store,Building Blocks,5,29.4,147.0
2025-12-05,Denver,Apparel,Online,Wool Sweater,2,29.49,58.98
2025-09-06,New York,Home & Garden,In-Store,Wall Clock,6,92.68,556.08
2024-10-29,Houston,Grocery,In-Store,Pasta,17,24.09,409.53
2025-09-02,Boston,Electronics,In-Store,USB-C Charger,12,101.06,1212.72
2024-01-20,Austin,Beauty,In-Store,Lip Balm,12,45.29,543.48
2024-10-21,New York,Sports & Outdoors,In-Store,Hiking Backpack,9,182.44,1641.96
2026-04-11,Chicago,Grocery,In-Store,Granola Bars,2,13.85,27.7
2025-06-07,New York,Electronics,Marketplace,Laptop Stand,9,329.01,2961.09
2024-05-08,San Francisco,Books,In-Store,Cookbook,11,10.89,119.79
2025-05-09,Boston,Sports & Outdoors,Online,Sleeping Bag,2,139.0,278.0
2025-12-09,Phoenix,Beauty,In-Store,Hair Dryer,8,35.81,286.48
2024-01-11,Los Angeles,Apparel,In-Store,Leather Belt,9,82.31,740.79
2026-06-30,Austin,Electronics,Online,USB-C Charger,13,191.84,2493.92
2025-05-05,Seattle,Beauty,Online,Perfume,16,46.24,739.84
2025-03-29,Denver,Beauty,Online,Hair Dryer,13,56.96,740.48
2026-05-21,Seattle,Home & Garden,Online,Garden Hose,2,140.47,280.94
2024-01-02,Los Angeles,Books,Online,Sci-Fi Novel,18,10.49,188.82
2024-12-30,Miami,Sports & Outdoors,In-Store,Fishing Rod,17,144.28,2452.76
2024-08-09,Atlanta,Home & Garden,Wholesale,Candle Set,10,10.81,108.1
2026-03-03,Los Angeles,Sports & Outdoors,Online,Bike Helmet,5,93.14,465.7
2024-10-23,Boston,Toys,Online,Toy Drone,14,41.17,576.38
2025-04-26,Atlanta,Electronics,In-Store,USB-C Charger,14,80.76,1130.64
2024-12-12,San Francisco,Apparel,Online,Leather Belt,18,13.83,248.94
2026-06-19,Seattle,Sports & Outdoors,Marketplace,Sleeping Bag,6,138.06,828.36
2025-01-01,Houston,Sports & Outdoors,Online,Soccer Ball,20,170.2,3404.0
2025-10-31,San Francisco,Sports & Outdoors,Online,Soccer Ball,13,18.77,244.01
2026-06-19,Chicago,Toys,In-Store,Board Game,18,76.28,1373.04
2025-09-26,Austin,Sports & Outdoors,Marketplace,Resistance Bands,3,27.66,82.98
2024-07-25,Boston,Books,Wholesale,Sci-Fi Novel,9,31.01,279.09
2024-02-10,New York,Books,Online,Poetry Collection,19,38.44,730.36
2026-03-21,Miami,Grocery,Online,Trail Mix,10,10.39,103.9
2025-01-29,Denver,Grocery,In-Store,Almond Butter,15,7.36,110.4
2025-04-26,Atlanta,Apparel,Online,Cotton T-Shirt,9,9.85,88.65
2024-02-22,Miami,Sports & Outdoors,Wholesale,Fishing Rod,19,30.28,575.32
2024-11-17,Los Angeles,Electronics,In-Store,4K Monitor,16,338.74,5419.84
2026-05-26,Atlanta,Grocery,Online,Dark Chocolate,7,2.73,19.11
2025-04-09,Atlanta,Home & Garden,In-Store,LED Desk Lamp,17,87.57,1488.69
2025-04-18,Denver,Apparel,In-Store,Baseball Cap,13,35.86,466.18
2024-09-27,Seattle,Home & Garden,Online,Garden Hose,3,30.18,90.54
2026-07-23,Miami,Toys,Wholesale,Toy Drone,14,43.74,612.36
2025-07-16,Seattle,Apparel,Online,Running Shoes,16,68.4,1094.4
2024-06-19,Chicago,Apparel,Marketplace,Graphic Hoodie,19,81.09,1540.71
2026-07-22,Denver,Books,In-Store,History Book,18,23.79,428.22
2026-06-19,Denver,Home & Garden,Wholesale,Cutting Board,19,20.88,396.72
2024-12-22,Atlanta,Grocery,In-Store,Organic Coffee,4,18.54,74.16
2026-03-24,Houston,Toys,In-Store,Action Figure,8,11.18,89.44
2024-11-24,Boston,Beauty,Marketplace,Shampoo,7,10.94,76.58
2024-05-06,Seattle,Toys,Wholesale,Card Game,1,47.42,47.42
2024-11-08,Phoenix,Grocery,Online,Dark Chocolate,4,8.23,32.92
2025-03-31,New York,Electronics,In-Store,Wireless Earbuds,9,27.13,244.17
2025-03-08,New York,Toys,Online,Art Set,4,10.28,41.12
2025-08-21,Boston,Beauty,Marketplace,Facial Cleanser,20,31.23,624.6
2026-07-08,Austin,Grocery,Online,Honey,18,13.58,244.44
2024-09-21,Chicago,Toys,In-Store,Stuffed Bear,7,68.38,478.66
2026-05-23,Austin,Books,In-Store,Graphic Novel,12,10.79,129.48
2025-04-01,Seattle,Books,Online,Self-Help Guide,11,39.73,437.03
2025-05-10,Boston,Toys,Marketplace,Play Kitchen,8,86.2,689.6
2024-05-26,Austin,Apparel,Online,Cotton T-Shirt,19,72.8,1383.2
2025-07-25,New York,Toys,Marketplace,Card Game,16,44.61,713.76
2026-08-08,Austin,Toys,Online,Board Game,4,45.94,183.76
2026-09-03,Phoenix,Sports & Outdoors,Online,Yoga Mat,6,83.54,501.24
2025-02-10,Phoenix,Electronics,Online,Wireless Earbuds,4,152.02,608.08
2024-06-08,San Francisco,Books,Online,Poetry Collection,1,21.45,21.45
2025-03-16,Austin,Books,In-Store,Graphic Novel,15,10.39,155.85
2025-12-14,New York,Sports & Outdoors,Online,Bike Helmet,10,47.47,474.7
2024-08-03,Denver,Books,In-Store,Children's Picture Book,1,29.69,29.69
2026-06-04,Austin,Apparel,Online,Leather Belt,13,19.79,257.27
2026-08-31,New York,Home & Garden,Online,Area Rug,12,63.04,756.48
2024-11-22,Atlanta,Apparel,Wholesale,Baseball Cap,8,57.99,463.92
2024-02-25,Phoenix,Beauty,Marketplace,Sunscreen SPF50,5,22.79,113.95
2025-10-31,Boston,Beauty,Wholesale,Sunscreen SPF50,17,12.82,217.94
2024-04-20,Seattle,Electronics,In-Store,USB-C Charger,13,247.39,3216.07
2024-03-07,New York,Toys,In-Store,Action Figure,6,39.0,234.0
2026-06-04,New York,Sports & Outdoors,In-Store,Resistance Bands,16,57.55,920.8
2025-03-21,Atlanta,Home & Garden,Online,Throw Pillow,14,75.26,1053.64
2025-10-12,Phoenix,Grocery,In-Store,Almond Butter,11,7.39,81.29
2025-02-25,Chicago,Home & Garden,In-Store,Cutting Board,4,127.57,510.28
2025-05-27,San Francisco,Beauty,Online,Shampoo,6,56.92,341.52
2026-06-29,Boston,Grocery,In-Store,Olive Oil,1,10.41,10.41
2024-07-10,Miami,Apparel,Online,Wool Sweater,11,47.42,521.62
2026-02-14,Seattle,Apparel,Marketplace,Wool Sweater,15,82.58,1238.7
2024-04-22,San Francisco,Grocery,Online,Sparkling Water,12,5.07,60.84
2025-05-24,New York,Toys,Online,Puzzle 500pc,12,61.91,742.92
2025-02-12,Chicago,Electronics,In-Store,Laptop Stand,12,27.1,325.2
2025-11-20,Phoenix,Books,Online,Sci-Fi Novel,7,18.34,128.38
2025-02-12,San Francisco,Grocery,In-Store,Pasta,20,5.46,109.2
2024-12-08,Seattle,Sports & Outdoors,Online,Bike Helmet,13,146.11,1899.43
2025-04-02,San Francisco,Toys,Online,Puzzle 500pc,19,79.29,1506.51
2024-12-08,Denver,Toys,Online,Puzzle 500pc,17,27.04,459.68
2026-06-08,Chicago,Sports & Outdoors,In-Store,Camping Tent,7,66.09,462.63
2025-05-19,Miami,Beauty,In-Store,Nail Polish,3,38.97,116.91
2024-04-01,Los Angeles,Grocery,Online,Pasta,9,11.59,104.31
2025-12-17,Atlanta,Grocery,Online,Sparkling Water,11,5.42,59.62
2025-11-22,Houston,Grocery,Online,Almond Butter,5,4.93,24.65
2024-01-03,New York,Beauty,In-Store,Makeup Brush Set,17,9.31,158.27
2025-03-29,Miami,Apparel,In-Store,Rain Jacket,6,58.71,352.26
2025-07-22,Miami,Apparel,In-Store,Ankle Socks,2,75.37,150.74
2026-02-21,Boston,Beauty,Marketplace,Shampoo,10,35.01,350.1
2025-09-07,Seattle,Apparel,In-Store,Running Shoes,16,73.6,1177.6
2025-07-08,Austin,Sports & Outdoors,Online,Yoga Mat,1,77.96,77.96
2024-05-03,Atlanta,Electronics,Wholesale,Laptop Stand,17,29.0,493.0
2024-02-04,Houston,Beauty,Online,Facial Cleanser,1,23.04,23.04
2025-10-18,San Francisco,Apparel,Online,Cotton T-Shirt,8,37.69,301.52
2026-03-07,Denver,Grocery,Online,Dark Chocolate,6,24.11,144.66
2025-03-04,Los Angeles,Sports & Outdoors,Online,Camping Tent,14,129.36,1811.04
2025-04-03,Atlanta,Electronics,Online,Smartphone Case,10,318.42,3184.2
2026-01-11,Chicago,Grocery,In-Store,Sparkling Water,5,18.23,91.15
2024-02-22,Miami,Toys,Marketplace,Card Game,13,71.3,926.9
2024-09-26,Denver,Books,In-Store,Sci-Fi Novel,18,32.85,591.3
2025-08-15,Los Angeles,Toys,Marketplace,Card Game,13,6.38,82.94
2025-01-13,Houston,Home & Garden,Online,Ceramic Planter,9,136.66,1229.94
2025-02-04,Boston,Grocery,In-Store,Almond Butter,4,19.46,77.84
2025-08-11,Miami,Toys,In-Store,Toy Drone,7,7.91,55.37
2026-02-10,Phoenix,Toys,Online,Building Blocks,17,53.86,915.62
2025-06-25,Atlanta,Grocery,Online,Sparkling Water,9,10.09,90.81
2024-07-13,Austin,Grocery,In-Store,Pasta,19,22.18,421.42
2026-07-03,Houston,Home & Garden,Online,Throw Pillow,5,178.85,894.25
2026-07-03,Phoenix,Books,Online,Travel Guide,6,20.64,123.84
2024-11-24,San Francisco,Sports & Outdoors,Marketplace,Soccer Ball,12,112.9,1354.8
2024-07-23,Miami,Grocery,In-Store,Olive Oil,11,21.67,238.37
2026-04-15,New York,Sports & Outdoors,In-Store,Resistance Bands,12,66.97,803.64
2025-08-01,Atlanta,Beauty,In-Store,Lip Balm,17,33.7,572.9
2025-01-25,Chicago,Apparel,Online,Ankle Socks,20,41.33,826.6
2024-05-25,San Francisco,Sports & Outdoors,In-Store,Water Bottle,20,97.11,1942.2
2024-08-29,Austin,Books,Online,Travel Guide,8,20.67,165.36
2024-07-29,Boston,Apparel,Online,Running Shoes,9,18.68,168.12
2026-03-08,Atlanta,Toys,Wholesale,Action Figure,18,74.98,1349.64
2025-04-10,Chicago,Electronics,Marketplace,Smartphone Case,1,44.46,44.46
2024-10-30,Atlanta,Books,Wholesale,Cookbook,14,11.29,158.06
2025-04-10,Chicago,Toys,In-Store,Building Blocks,19,30.05,570.95
2026-05-09,Atlanta,Sports & Outdoors,Online,Bike Helmet,4,218.74,874.96
2024-09-01,Denver,Beauty,Online,Shampoo,7,14.43,101.01
2026-05-27,Seattle,Apparel,Marketplace,Graphic Hoodie,14,92.07,1288.98
2025-10-23,Seattle,Electronics,In-Store,Mechanical Keyboard,9,172.68,1554.12
2024-03-03,Austin,Home & Garden,Wholesale,Ceramic Planter,3,122.52,367.56
2025-04-24,Miami,Beauty,Online,Facial Cleanser,9,17.83,160.47
2025-12-29,New York,Home & Garden,Marketplace,Storage Bin,18,85.98,1547.64
2026-02-03,San Francisco,Books,In-Store,Graphic Novel,7,35.59,249.13
2025-09-22,Chicago,Beauty,Online,Lip Balm,19,16.65,316.35
2026-02-27,Phoenix,Home & Garden,Online,Throw Pillow,16,91.07,1457.12
2024-02-19,Boston,Home & Garden,Online,Area Rug,15,124.66,1869.9
2024-07-10,Atlanta,Home & Garden,Marketplace,LED Desk Lamp,17,159.13,2705.21
2024-08-20,Phoenix,Apparel,In-Store,Denim Jeans,14,94.59,1324.26
2025-07-01,Miami,Grocery,Online,Granola Bars,13,18.36,238.68
2024-01-17,Miami,Books,Marketplace,History Book,6,33.77,202.62
2024-09-09,San Francisco,Beauty,Wholesale,Makeup Brush Set,19,47.22,897.18
2025-01-27,Denver,Toys,Online,Play Kitchen,16,10.7,171.2
2025-10-16,Chicago,Sports & Outdoors,In-Store,Soccer Ball,8,37.47,299.76
2025-12-30,San Francisco,Electronics,Online,Smartphone Case,3,300.48,901.44
2025-06-21,Phoenix,Books,Online,Graphic Novel,15,28.28,424.2
2025-02-28,Denver,Apparel,In-Store,Graphic Hoodie,14,26.73,374.22
2024-12-01,Denver,Apparel,Online,Wool Sweater,10,75.88,758.8
2024-06-26,Los Angeles,Home & Garden,In-Store,LED Desk Lamp,11,137.21,1509.31
2024-08-06,Atlanta,Sports & Outdoors,Online,Bike Helmet,20,68.96,1379.2
2025-06-01,Denver,Books,Online,Poetry Collection,13,29.26,380.38
2026-06-17,Phoenix,Grocery,Marketplace,Almond Butter,19,23.7,450.3
2025-10-08,Denver,Books,Online,Poetry Collection,16,25.28,404.48
2024-01-31,New York,Home & Garden,Online,Throw Pillow,4,13.95,55.8
2025-09-02,Chicago,Apparel,In-Store,Rain Jacket,14,66.1,925.4
2025-08-23,Chicago,Electronics,Online,Mechanical Keyboard,11,178.63,1964.93
2025-02-11,Phoenix,Toys,Marketplace,Puzzle 500pc,2,53.47,106.94
2024-01-09,Atlanta,Books,In-Store,Cookbook,1,28.91,28.91
2026-07-10,Atlanta,Electronics,Wholesale,4K Monitor,17,247.7,4210.9
2026-07-10,Chicago,Home & Garden,In-Store,Cutting Board,16,155.83,2493.28
2026-04-15,Seattle,Beauty,Online,Face Mask,5,38.67,193.35
2024-06-08,San Francisco,Sports & Outdoors,Online,Yoga Mat,4,133.13,532.52
2026-08-23,Chicago,Toys,In-Store,Puzzle 500pc,9,23.28,209.52
2025-04-03,Houston,Sports & Outdoors,Wholesale,Bike Helmet,15,88.36,1325.4
2026-05-02,Boston,Books,Online,Poetry Collection,5,19.8,99.0
2024-01-10,Boston,Toys,Online,Play Kitchen,7,61.91,433.37
2026-07-23,Boston,Beauty,In-Store,Face Mask,9,4.06,36.54
2024-01-31,Atlanta,Books,Marketplace,Cookbook,6,35.63,213.78
2026-05-12,Atlanta,Grocery,Wholesale,Olive Oil,20,2.81,56.2
2025-05-24,Seattle,Beauty,Marketplace,Sunscreen SPF50,14,37.84,529.76
2026-02-07,Chicago,Beauty,Marketplace,Makeup Brush Set,3,29.73,89.19
2026-04-09,Houston,Home & Garden,Online,Cutting Board,14,95.08,1331.12
2026-05-17,Houston,Sports & Outdoors,Online,Yoga Mat,7,91.24,638.68
2026-06-29,San Francisco,Toys,Online,Remote Control Car,15,67.12,1006.8
2025-07-27,Houston,Grocery,Online,Trail Mix,1,12.91,12.91
2025-10-30,Atlanta,Apparel,In-Store,Cotton T-Shirt,17,67.91,1154.47
2026-08-20,Seattle,Beauty,Online,Makeup Brush Set,14,45.95,643.3
2025-10-16,Atlanta,Apparel,Online,Running Shoes,9,61.02,549.18
2025-02-08,Atlanta,Sports & Outdoors,Wholesale,Fishing Rod,4,171.9,687.6
2025-08-17,San Francisco,Home & Garden,Online,Area Rug,10,53.46,534.6
2025-02-06,San Francisco,Electronics,Online,Smart Watch,20,295.34,5906.8
2024-05-28,New York,Grocery,Online,Granola Bars,13,6.62,86.06
2025-04-01,San Francisco,Apparel,In-Store,Cotton T-Shirt,13,30.53,396.89
2024-07-28,Phoenix,Books,Marketplace,Mystery Novel,17,10.57,179.69
2025-01-08,Austin,Toys,In-Store,Board Game,8,56.77,454.16
2026-02-06,Atlanta,Home & Garden,Marketplace,Area Rug,20,63.87,1277.4
2024-11-01,Boston,Grocery,In-Store,Trail Mix,2,9.7,19.4
2025-01-28,Los Angeles,Electronics,Wholesale,Wireless Mouse,19,323.18,6140.42
2026-08-21,Phoenix,Apparel,In-Store,Yoga Pants,6,92.73,556.38
2026-03-05,New York,Books,In-Store,Mystery Novel,19,15.16,288.04
